Timestamp,CanID,DLC,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,Flag
1513920251.163451,02FC,8,01,92,73,9C,F8,45,78,FB,T
1513920251.163702,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.163948,0216,8,20,32,2D,8A,3A,25,09,C2,T
1513920251.164359,01C3,8,5E,D1,D7,6F,61,CE,08,1E,T
1513920251.164690,0140,8,2C,BD,35,7B,35,5B,33,34,T
1513920251.165003,065E,8,4E,FA,12,78,39,A8,FA,02,T
1513920251.165299,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920251.165528,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920251.165992,017E,8,FC,F7,8C,61,38,6C,2C,80,T
1513920251.166301,0795,8,83,06,46,2D,FD,31,44,E3,T
1513920251.166607,0376,8,D3,4A,D4,02,44,F2,E3,1E,T
1513920251.166914,059B,8,C9,3C,F9,92,DE,E7,36,2E,T
1513920251.167574,05DD,8,CA,AF,F2,3E,70,F0,C9,11,T
1513920251.168542,039D,8,81,27,F3,E5,EB,DE,F8,22,T
1513920251.169515,02E8,8,53,66,42,43,DD,BF,67,E3,T
1513920251.170457,01E5,8,5C,00,91,10,00,00,01,39,R
1513920251.170678,0410,8,55,1D,8A,56,D7,08,C6,A1,T
1513920251.171422,0205,8,33,19,51,EB,B4,7E,5C,65,T
1513920251.172351,00CD,8,7B,17,95,A2,F7,4A,F2,E1,T
1513920251.173245,00AA,8,2C,3F,2C,AE,42,53,51,00,R
1513920251.173491,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.174164,00C9,8,84,0C,14,00,00,00,18,00,R
1513920251.174531,018E,8,00,00,00,6A,86,A9,06,A9,R
1513920251.174962,0191,8,06,A8,06,AD,06,A9,00,00,R
1513920251.175196,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920251.175424,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920251.176012,01BA,8,06,9D,69,D6,8E,69,D7,20,R
1513920251.176480,01C3,8,06,A8,06,9D,FF,F0,00,02,R
1513920251.176716,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920251.176953,01C4,8,4A,62,C0,30,04,00,05,FE,R
1513920251.177200,0232,8,00,00,00,20,00,00,00,00,R
1513920251.177796,02D3,8,B9,0B,8D,6B,99,51,B9,7B,T
1513920251.178243,0534,8,9B,AB,53,CD,81,EF,B2,CF,T
1513920251.178523,02C3,8,07,49,06,84,00,00,59,00,R
1513920251.178719,0311,8,8C,CF,8B,FE,00,5A,DC,84,T
1513920251.179031,0550,8,DE,A4,E9,38,0F,23,A9,9E,T
1513920251.179366,06F7,8,12,C9,E5,51,FF,BF,60,1E,T
1513920251.179692,011B,8,C0,40,9B,23,B5,E9,29,C2,T
1513920251.179963,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920251.180179,001D,8,C7,A6,29,42,F7,9A,60,27,T
1513920251.180457,01E5,8,5C,00,91,30,00,00,01,59,R
1513920251.180678,0568,8,EB,98,5B,48,CF,BE,75,8C,T
1513920251.181004,0456,8,09,F6,97,9D,AD,CD,CF,BF,T
1513920251.181818,0147,8,B1,72,69,21,BF,8C,10,89,T
1513920251.182315,03F1,8,00,9A,5F,08,00,FF,0A,4F,R
1513920251.182779,03A2,8,E9,B6,DC,F8,20,3D,BA,96,T
1513920251.184354,056C,8,E1,C8,F9,8D,65,61,18,D2,T
1513920251.185171,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920251.185404,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920251.185641,00AA,8,2C,4A,2C,B4,44,53,4A,00,R
1513920251.186478,00C9,8,84,0C,12,07,00,00,18,00,R
1513920251.186727,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.186961,018E,8,00,00,00,6A,96,A9,06,A9,R
1513920251.187620,0191,8,06,A9,06,AF,06,A9,00,00,R
1513920251.188017,03EC,8,0A,AC,77,1B,F2,A0,92,B1,T
1513920251.188256,019D,8,43,2C,3C,D3,00,0A,6F,7D,R
1513920251.188516,0735,8,15,91,F6,8D,09,33,E6,FD,T
1513920251.188885,0084,8,47,EF,27,FF,63,D7,DD,1C,T
1513920251.189140,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.189359,056D,8,1D,2A,F6,5A,8F,66,89,AB,T
1513920251.189609,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.190052,06F3,8,FE,51,EE,55,77,13,5D,61,T
1513920251.190361,0696,8,C7,0A,5F,C8,06,DE,F7,2E,T
1513920251.190603,01E5,8,5C,00,91,50,00,00,01,79,R
1513920251.191111,0630,8,0F,BA,99,CD,00,0D,C2,B0,T
1513920251.192024,0143,8,94,AC,21,D9,65,E2,14,1B,T
1513920251.192273,03C9,8,07,06,00,00,00,00,00,00,R
1513920251.192908,0769,8,57,A7,F9,9D,09,03,D4,37,T
1513920251.193867,066A,8,CD,D3,67,54,9D,98,21,6B,T
1513920251.194962,0030,8,9B,CC,29,00,BD,83,EA,EB,T
1513920251.195182,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920251.195417,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920251.195877,0063,8,38,85,48,7F,CF,AC,90,15,T
1513920251.196478,01E9,8,00,0C,00,0E,0F,FE,00,00,R
1513920251.196727,0232,8,00,00,00,20,00,00,00,00,R
1513920251.196950,0641,8,3C,5A,F0,F2,47,0F,77,7E,T
1513920251.197764,05F6,8,0B,94,9E,6A,AC,DF,6D,76,T
1513920251.198074,00AA,8,2C,4A,2C,B5,46,53,48,00,R
1513920251.198702,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.198964,00C9,8,84,0C,0B,0A,00,00,18,00,R
1513920251.199399,018E,8,00,00,00,6A,96,A9,06,A9,R
1513920251.199749,0191,8,06,A9,06,AF,06,A9,00,00,R
1513920251.200362,032E,8,CB,FF,4D,52,68,BB,9A,CD,T
1513920251.200602,01BA,8,06,9D,69,D6,8F,69,D7,20,R
1513920251.200848,01E5,8,5C,00,91,70,00,00,01,99,R
1513920251.201079,01C3,8,06,A9,06,9D,FF,C0,00,01,R
1513920251.201293,02DB,8,A2,42,96,71,5B,31,46,B7,T
1513920251.201535,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920251.201759,05AD,8,17,5F,EA,51,6B,41,0E,45,T
1513920251.202154,012B,8,6F,31,B3,6B,21,4A,25,70,T
1513920251.205117,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920251.205351,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920251.205824,01FC,8,FE,A4,00,D8,00,00,42,C1,R
1513920251.207038,034C,8,EA,A3,0F,FE,03,FD,00,10,R
1513920251.209896,012A,8,10,F0,70,69,00,00,10,90,R
1513920251.210495,01E5,8,5C,00,91,10,00,00,01,39,R
1513920251.210719,004C,8,BF,0D,EA,3A,F5,40,E1,AA,T
1513920251.210952,00AA,8,2C,4B,2C,B5,40,53,4B,00,R
1513920251.211579,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.211823,00C9,8,84,0C,04,0D,00,00,18,00,R
1513920251.212272,018E,8,00,00,00,6A,A6,A9,06,A9,R
1513920251.212677,0191,8,06,AA,06,AF,06,A9,00,00,R
1513920251.212910,019D,8,83,2C,3C,D2,00,0A,3D,7C,R
1513920251.213139,053C,8,7B,55,66,47,D2,F2,F4,10,T
1513920251.213566,00BE,8,F9,D7,BB,05,B3,89,60,1F,T
1513920251.213798,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.214024,02F9,8,44,B7,8A,FA,DD,5E,1A,E0,T
1513920251.214274,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.215077,0063,8,93,EA,45,8D,54,E5,53,A4,T
1513920251.215313,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920251.215543,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920251.216413,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920251.216627,0232,8,00,00,00,20,00,00,00,00,R
1513920251.216847,039B,8,B1,A5,9E,1A,88,41,EB,ED,T
1513920251.217285,067A,8,9D,1D,E3,6E,F9,35,F7,7F,T
1513920251.218322,020E,8,CE,2C,8B,CB,13,15,0A,01,T
1513920251.219378,06B4,8,8A,AB,82,18,5B,A4,5F,49,T
1513920251.219823,0135,8,00,00,1F,02,0C,11,00,00,R
1513920251.220449,039E,8,D3,5C,7E,50,FB,1A,AF,88,T
1513920251.220693,01E5,8,5C,00,91,30,00,00,01,59,R
1513920251.221517,036D,8,F3,C1,C1,F4,EE,BB,6F,AE,T
1513920251.222555,0309,8,4F,E4,8F,94,EF,38,B1,FE,T
1513920251.223250,00AA,8,2C,4B,2C,B6,42,53,49,00,R
1513920251.223499,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.223937,0502,8,E2,40,A4,B8,94,75,65,3A,T
1513920251.224176,00C9,8,84,0C,00,00,00,00,18,00,R
1513920251.224630,018E,8,00,00,00,6A,A6,A9,06,A9,R
1513920251.224985,0191,8,06,AA,06,AF,06,A9,00,00,R
1513920251.225213,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920251.225444,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920251.226324,01BA,8,06,9D,69,D6,8F,69,D7,1F,R
1513920251.226552,06DA,8,26,AD,32,DF,8B,FA,ED,20,T
1513920251.226807,01C3,8,06,AA,06,9D,FF,D0,00,00,R
1513920251.227029,0757,8,2A,24,AC,10,B9,C1,E4,BC,T
1513920251.227292,01C4,8,00,62,C0,30,00,00,00,00,R
1513920251.227883,07E1,8,97,43,8D,6A,C7,5A,08,10,T
1513920251.228343,02C3,8,07,49,06,84,00,00,5B,00,R
1513920251.228601,03C1,8,07,65,F7,00,00,00,00,00,R
1513920251.228846,03D1,8,00,43,80,00,00,18,00,00,R
1513920251.229071,07B1,8,B7,62,07,F5,C9,0F,89,BC,T
1513920251.229359,03D3,8,80,00,20,00,7F,FD,5F,00,R
1513920251.229704,03E9,8,00,00,0D,0C,00,00,16,02,R
1513920251.229950,0137,8,00,00,00,00,00,00,00,00,R
1513920251.230294,02D5,8,A2,D6,05,07,5A,2D,A3,71,T
1513920251.230554,01E5,8,5C,00,91,50,00,00,01,79,R
1513920251.231562,0060,8,2D,34,34,65,3D,2D,23,BD,T
1513920251.233081,0161,8,67,BD,6D,B5,D3,51,25,12,T
1513920251.234413,076E,8,50,1D,54,FA,F7,47,EA,1A,T
1513920251.235197,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920251.235427,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920251.235649,00AA,8,2C,4C,2C,B6,44,53,48,00,R
1513920251.236494,00C9,8,84,0B,F5,07,00,00,18,00,R
1513920251.236740,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.236962,0107,8,9E,7B,38,6E,6C,BC,3B,84,T
1513920251.237759,018E,8,00,00,00,6A,B6,AA,06,AA,R
1513920251.238165,0191,8,06,AB,06,B0,06,AA,00,00,R
1513920251.238413,019D,8,C3,2C,3C,D1,00,0A,44,7C,R
1513920251.239041,01E9,8,00,0C,00,0E,0F,FD,00,00,R
1513920251.239287,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.239536,0232,8,00,00,00,20,00,00,00,00,R
1513920251.239779,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.240029,0139,8,00,00,00,00,00,00,00,00,R
1513920251.240249,0797,8,D4,DA,5F,AD,B0,96,3C,8F,T
1513920251.240496,01E5,8,5C,00,91,70,00,00,01,99,R
1513920251.240716,0164,8,FF,BF,1A,8E,8D,2C,EF,AB,T
1513920251.241021,009A,8,87,87,91,DD,79,73,59,9A,T
1513920251.241347,0373,8,59,3E,33,78,37,A9,84,51,T
1513920251.241675,011E,8,6D,62,E2,79,34,08,76,60,T
1513920251.241990,040C,8,DA,96,06,5A,E8,32,D5,0F,T
1513920251.242477,0471,8,CD,41,62,11,B7,F6,10,72,T
1513920251.243292,01C4,8,0B,07,B3,60,22,E4,4D,02,T
1513920251.244191,069D,8,59,CD,FB,99,E9,91,20,77,T
1513920251.245077,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920251.245307,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920251.245768,0606,8,0E,33,24,19,1A,17,F7,F6,T
1513920251.246110,02DD,8,E1,06,52,F4,0B,BF,78,D8,T
1513920251.246973,0400,8,72,F9,FC,E7,AC,06,77,D5,T
1513920251.247870,0422,8,56,42,43,51,34,C0,63,F4,T
1513920251.248100,00AA,8,2C,51,2C,BE,46,53,3F,00,R
1513920251.248730,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.248976,00C9,8,84,0B,EB,0A,00,00,18,00,R
1513920251.249426,018E,8,00,00,00,6A,B6,AA,06,AA,R
1513920251.249772,0191,8,06,AB,06,B0,06,AA,00,00,R
1513920251.250444,01BA,8,06,9D,69,D6,90,69,E7,1F,R
1513920251.250800,01C3,8,06,AB,06,9E,FF,E0,00,03,R
1513920251.251037,01E5,8,5C,00,91,10,00,00,01,39,R
1513920251.251299,01C4,8,27,62,C0,30,02,00,07,FF,R
1513920251.251497,06BF,8,EA,90,52,9D,D0,F0,C6,5B,T
1513920251.251915,0260,8,1B,17,80,24,30,3B,81,2B,T
1513920251.252344,0502,8,8A,C4,9A,B2,9E,53,F5,73,T
1513920251.252829,009B,8,1E,6C,10,A3,44,31,DB,5B,T
1513920251.253141,02E4,8,0A,B5,E8,E9,DE,D7,B3,1F,T
1513920251.253679,047D,8,66,B7,FB,1D,4B,65,E1,81,T
1513920251.254610,051B,8,7A,72,29,C7,65,DB,53,B7,T
1513920251.255283,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920251.255515,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920251.256192,0182,8,DE,F1,02,00,00,00,00,00,R
1513920251.256796,01E9,8,00,0C,00,0E,0F,FD,00,00,R
1513920251.257039,01FC,8,FE,B0,00,B4,00,00,82,B1,R
1513920251.257856,0232,8,00,00,00,20,00,00,00,00,R
1513920251.259076,034C,8,F2,9E,0F,FD,03,FC,00,0C,R
1513920251.259295,079B,8,45,54,15,BD,EA,F9,7C,F1,T
1513920251.259615,030E,8,97,C0,70,68,CD,86,47,A6,T
1513920251.260001,0057,8,F4,CC,C4,99,85,F0,EE,39,T
1513920251.260315,0045,8,E6,F5,D1,A6,FB,16,FB,C7,T
1513920251.260552,01E5,8,5C,00,91,30,00,00,01,59,R
1513920251.260793,00AA,8,2C,52,2C,BE,40,53,42,00,R
1513920251.261418,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.261650,00C9,8,84,0B,E7,0D,00,00,18,00,R
1513920251.262104,018E,8,00,00,00,6A,B6,AA,06,AA,R
1513920251.262519,0191,8,06,AB,06,B0,06,AA,00,00,R
1513920251.262743,019D,8,03,2C,3C,D4,00,0A,31,7C,R
1513920251.262966,03D3,8,CA,89,43,07,F6,BE,BF,55,T
1513920251.263370,0186,8,A1,71,C1,60,ED,5C,12,D6,T
1513920251.263621,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.264078,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.264297,0482,8,E8,C8,5D,09,F9,34,41,21,T
1513920251.264756,06D7,8,31,EC,55,57,80,A0,56,50,T
1513920251.265069,04B9,8,FC,B5,77,4A,4B,25,DB,7A,T
1513920251.265307,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920251.265538,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920251.265985,01CE,8,65,E5,09,0C,E4,31,C9,3B,T
1513920251.266302,003D,8,DF,29,E7,B6,4D,31,DE,FA,T
1513920251.266615,0193,8,5A,0E,7C,4F,E1,D9,03,CE,T
1513920251.266988,01AA,8,38,0E,FB,30,C3,2A,6C,83,T
1513920251.267889,001E,8,5B,68,50,37,B3,4F,F8,0F,T
1513920251.268849,016E,8,8B,C2,9A,35,ED,B5,57,72,T
1513920251.269780,01E1,8,2A,2F,33,09,6F,33,33,EB,T
1513920251.270468,01E5,8,5C,00,91,50,00,00,01,79,R
1513920251.270685,0163,8,F4,3A,1D,26,93,F5,EF,E6,T
1513920251.271627,0010,8,8C,6E,FB,F3,7B,0C,6E,33,T
1513920251.272513,04CA,8,F9,3F,C9,7F,CC,F8,83,D2,T
1513920251.273265,00AA,8,2C,53,2C,BF,42,53,40,00,R
1513920251.273519,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.274187,00C9,8,84,0B,E3,00,00,00,18,00,R
1513920251.274534,018E,8,00,00,00,6A,B6,A9,06,A9,R
1513920251.274987,0191,8,06,AB,06,B0,06,A9,00,00,R
1513920251.275226,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920251.275456,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920251.276042,01BA,8,06,9D,69,D6,90,69,E7,1F,R
1513920251.276502,01C3,8,06,AB,06,9E,FF,F0,00,02,R
1513920251.276745,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920251.276982,01C4,8,4A,62,C0,30,04,00,05,FE,R
1513920251.277235,0232,8,00,00,00,20,00,00,00,00,R
1513920251.277831,05C6,8,D4,94,10,75,CA,17,F7,1E,T
1513920251.278276,0060,8,FF,58,06,A9,A2,0E,AD,59,T
1513920251.278530,02C3,8,07,4A,06,84,00,00,5D,00,R
1513920251.278738,00BA,8,29,7A,E9,F2,6A,D5,C2,02,T
1513920251.279059,055F,8,7F,E6,82,47,DD,97,A9,00,T
1513920251.279378,039F,8,72,CA,73,A6,43,67,E3,A2,T
1513920251.279697,04D4,8,A1,27,4E,CA,5B,0B,72,78,T
1513920251.280156,03C2,8,7E,69,7B,D0,5D,AC,7C,DB,T
1513920251.280481,01E5,8,5C,00,91,70,00,00,01,99,R
1513920251.280701,0022,8,16,20,EB,48,C5,17,40,A4,T
1513920251.281011,0292,8,79,2B,9F,9A,6B,7A,72,B6,T
1513920251.281882,0125,8,35,2A,02,8A,69,7E,E8,A6,T
1513920251.282426,01F1,8,AE,0A,00,00,18,00,00,72,R
1513920251.282826,0241,8,6F,1B,93,80,71,A8,44,6A,T
1513920251.283729,0160,8,42,90,FA,D5,F0,76,B9,D7,T
1513920251.284612,05B3,8,F7,B6,35,3A,AC,A0,AE,B7,T
1513920251.285177,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920251.285403,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920251.285635,00AA,8,2C,4C,2C,B8,44,53,46,00,R
1513920251.286484,00C9,8,84,0B,E0,07,00,00,18,00,R
1513920251.286741,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.286967,018E,8,00,00,00,6A,C6,AA,06,AA,R
1513920251.287649,0191,8,06,AC,06,B1,06,AA,00,00,R
1513920251.288016,04EA,8,EC,F1,18,2E,23,3B,8F,F1,T
1513920251.288253,019D,8,43,2C,3C,D3,00,0A,3D,7C,R
1513920251.288522,00EC,8,51,CD,BA,E4,75,3E,30,C2,T
1513920251.288876,0675,8,38,4C,93,CA,E1,B3,61,3E,T
1513920251.289128,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.289375,0028,8,C9,11,3A,D2,F6,45,F8,2D,T
1513920251.289603,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.289820,0060,8,8A,7B,75,EB,77,33,D9,DD,T
1513920251.290442,0723,8,20,43,78,79,5C,02,F2,21,T
1513920251.290670,01E5,8,5C,00,91,10,00,00,01,39,R
1513920251.291385,07CF,8,4E,8E,FF,BE,C6,89,00,09,T
1513920251.292288,03C9,8,07,06,00,00,00,00,00,00,R
1513920251.292499,044D,8,67,2E,8A,4C,6C,32,98,D2,T
1513920251.293208,0365,8,77,14,D3,E4,50,67,03,64,T
1513920251.294106,0581,8,20,8E,6A,BA,AB,E4,0F,1A,T
1513920251.294964,03DB,8,58,04,3A,78,97,17,83,A4,T
1513920251.295206,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920251.295433,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920251.296267,01E9,8,00,0C,00,0E,0F,FE,00,00,R
1513920251.296515,0232,8,00,00,00,20,00,00,00,00,R
1513920251.296742,0778,8,8F,79,AD,7F,05,FA,4F,06,T
1513920251.297069,0457,8,4B,DC,E0,05,54,01,19,93,T
1513920251.297835,0201,8,5C,8B,35,C7,DA,DE,90,09,T
1513920251.298074,00AA,8,2C,53,2C,C1,46,53,3C,00,R
1513920251.298707,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.298947,00C9,8,84,0B,DF,0A,00,00,18,00,R
1513920251.299401,018E,8,00,00,00,6A,C6,AA,06,AA,R
1513920251.299753,0191,8,06,AC,06,B2,06,AA,00,00,R
1513920251.300374,03E1,8,46,5B,1A,81,C2,65,F8,97,T
1513920251.300605,01BA,8,06,9C,69,C6,92,69,D7,1F,R
1513920251.300870,01E5,8,5C,00,91,30,00,00,01,59,R
1513920251.301079,01C3,8,06,AC,06,9D,FF,C0,00,01,R
1513920251.301300,0463,8,8B,09,9C,F6,AB,7C,3A,26,T
1513920251.301568,01C4,8,6D,62,C0,30,06,00,03,FD,R
1513920251.301773,0565,8,46,88,34,4F,87,BC,9E,06,T
1513920251.302169,007A,8,7D,A5,22,91,16,DE,49,D2,T
1513920251.302824,071C,8,7D,EF,11,62,67,22,93,FA,T
1513920251.303586,022C,8,E4,E0,9F,A4,29,37,37,0D,T
1513920251.304519,0722,8,95,53,A3,62,7A,BE,79,09,T
1513920251.305157,00C1,8,20,F9,05,41,22,85,8B,91,R
1513920251.305379,00C5,8,23,52,0F,1D,E3,F4,03,D4,R
1513920251.305844,01FC,8,FE,50,00,B0,00,00,C2,55,R
1513920251.307065,034C,8,FA,9F,0F,FE,03,FB,00,0C,R
1513920251.307284,06A1,8,6B,54,08,48,37,D3,77,68,T
1513920251.307716,0202,8,B1,57,1E,E2,55,BD,5F,AD,T
1513920251.308029,0158,8,1A,26,98,30,04,21,ED,99,T
1513920251.308341,031D,8,59,71,15,07,D1,AE,C2,35,T
1513920251.309294,032F,8,F5,47,33,FE,E6,9E,54,9A,T
1513920251.309898,012A,8,10,F0,70,69,00,00,10,A0,R
1513920251.310200,03EC,8,41,00,E8,04,8A,59,5F,BB,T
1513920251.310465,01E5,8,5C,00,91,50,00,00,01,79,R
1513920251.310696,00AA,8,2C,53,2C,C2,40,53,3E,00,R
1513920251.311336,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.311567,00C9,8,84,0B,E1,0D,00,00,18,00,R
1513920251.312022,018E,8,00,00,00,6A,C6,AA,06,AA,R
1513920251.312446,0191,8,06,AC,06,B2,06,AA,00,00,R
1513920251.312661,019D,8,83,2C,3C,D2,00,0A,0D,7B,R
1513920251.313285,02E2,8,F4,E2,85,59,6D,F7,34,1C,T
1513920251.313536,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.313755,0566,8,58,CD,AA,E1,45,2E,38,9F,T
1513920251.314010,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.314228,04B6,8,1A,E3,9E,54,99,71,AB,55,T
1513920251.314536,065E,8,13,B6,BE,89,D4,EE,91,E8,T
1513920251.315031,047C,8,E4,F3,3E,01,8A,C6,86,51,T
1513920251.315265,00C1,8,30,F9,05,41,32,85,8B,91,R
1513920251.315499,00C5,8,33,52,0F,1D,F3,F4,03,D4,R
1513920251.316329,01E9,8,00,10,00,0E,0F,FE,00,00,R
1513920251.316578,0232,8,00,00,00,20,00,00,00,00,R
1513920251.316799,0276,8,C7,BB,DE,99,05,17,CA,70,T
1513920251.317115,00B2,8,A1,58,3E,1C,F6,4A,0A,BD,T
1513920251.317898,03BB,8,39,54,64,C7,F0,9E,DC,2F,T
1513920251.318877,057F,8,5A,1A,D0,46,0E,12,08,E0,T
1513920251.319793,0074,8,FE,F4,B8,E3,DC,E7,E0,11,T
1513920251.320038,0135,8,00,00,1F,02,0C,11,00,00,R
1513920251.320483,01E5,8,5C,00,91,70,00,00,01,99,R
1513920251.320689,0147,8,60,E4,25,AD,F3,89,BD,E9,T
1513920251.321651,063F,8,48,24,B2,34,59,E9,7C,8F,T
1513920251.322598,04A2,8,5B,53,A4,72,2D,A0,A2,2F,T
1513920251.323268,00AA,8,2C,54,2C,C3,42,53,3C,00,R
1513920251.323521,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.324189,00C9,8,84,0B,E1,00,00,00,18,00,R
1513920251.324539,018E,8,00,00,00,6A,B6,AB,06,AB,R
1513920251.324989,0191,8,06,AB,06,B2,06,AB,00,00,R
1513920251.325226,00C1,8,00,F9,05,41,02,85,8B,91,R
1513920251.325464,00C5,8,03,52,0F,1D,C3,F4,03,D4,R
1513920251.325938,01BA,8,06,9D,69,D6,92,69,D7,1F,R
1513920251.326370,01C3,8,06,AB,06,9D,FF,D0,00,00,R
1513920251.326591,0745,8,74,62,61,5D,08,46,6B,C5,T
1513920251.326841,01C4,8,00,62,C0,30,00,00,00,00,R
1513920251.327061,0061,8,A0,96,54,F7,A1,61,DA,0B,T
1513920251.327877,049A,8,FF,90,A1,9E,A6,EA,D6,44,T
1513920251.328124,02C3,8,07,49,06,84,00,00,60,00,R
1513920251.328341,0623,8,38,DC,59,2D,95,A9,C4,A7,T
1513920251.328599,03C1,8,07,65,F7,00,00,00,00,00,R
1513920251.328804,0732,8,88,B9,09,64,95,71,A5,CF,T
1513920251.329055,03D1,8,00,44,80,00,00,1A,00,00,R
1513920251.329274,0044,8,ED,6B,92,89,A3,61,93,D9,T
1513920251.329537,03D3,8,80,00,20,00,00,00,5F,00,R
1513920251.329774,04D4,8,96,1F,F1,AB,7C,17,6C,11,T
1513920251.330012,0137,8,00,00,00,00,00,00,00,00,R
1513920251.330360,0131,8,48,6E,78,7A,DB,1F,66,B7,T
1513920251.330605,01E5,8,5C,00,91,10,00,00,01,39,R
1513920251.330846,03E9,8,00,00,0D,0C,00,00,16,02,R
1513920251.331338,055D,8,41,86,AF,AF,C7,85,3F,A9,T
1513920251.332267,043C,8,D9,0F,E0,B3,B5,63,A6,A6,T
1513920251.333213,02D7,8,F6,E2,8D,5C,0D,A9,1A,48,T
1513920251.334119,0485,8,EB,0A,DD,AB,80,63,AB,54,T
1513920251.335010,0416,8,7E,8E,4E,B0,63,D0,A2,07,T
1513920251.335243,00C1,8,10,F9,05,41,12,85,8B,91,R
1513920251.335486,00C5,8,13,52,0F,1D,D3,F4,03,D4,R
1513920251.335705,00AA,8,2C,55,2C,C3,44,53,3B,00,R
1513920251.335927,0090,8,26,CC,39,79,8D,87,00,46,T
1513920251.336550,00C9,8,84,0B,DF,07,00,00,18,00,R
1513920251.337031,00F9,8,00,00,40,00,00,00,00,00,R
1513920251.337825,018E,8,00,00,00,6A,E6,AB,06,AB,R
1513920251.338227,0191,8,06,AE,06,B4,06,AB,00,00,R
1513920251.338455,019D,8,C3,2C,3C,D1,00,0A,24,7B,R
1513920251.339100,01E9,8,00,10,00,0E,0F,FD,00,00,R
1513920251.339346,01AF,8,00,00,00,00,00,00,86,FF,R
1513920251.339596,0232,8,00,00,00,20,00,00,00,00,R
1513920251.339845,0139,8,00,00,00,00,00,00,00,00,R
1513920251.340086,01F5,8,0F,0F,00,01,00,00,08,00,R
1513920251.340308,06D2,8,9D,F9,EC,70,69,25,B8,29,T
1513920251.340552,01E5,8,5C,00,91,30,00,00,01,59,R
1513920251.340775,04B4,8,0D,71,BB,DC,24,5C,86,E5,T
1513920251.341087,0784,8,06,52,1A,CA,A8,49,98,C5,T
1513920251.341410,00E4,8,41,6C,1E,EA,BD,B9,87,FE,T
1513920251.341721,0347,8,EA,70,8D,3D,CF,6C,E3,41,T
1513920251.342028,03AE,8,81,94,CE,4E,F6,D2,D2,B5,T
